term,phrase,tag1,tag2,tag3,tag4,tag5,tag6,tag7,tag8,tag9,tag10,tag11,tag12,tag13,tag14,tag15,tag16,tag17,tag18,tag19,tag20,tag21,tag22,tag23,tag24,tag25,tag26,tag27,tag28,tag29,tag30,tag31,tag32,tag33,tag34,tag35,tag36,tag37,tag38,tag39,tag40,tag41,tag42,tag43,tag44,tag45,tag46,tag47,tag48,tag49,tag50,tag51,tag52,tag53,tag54,tag55,tag56,tag57,tag58,tag59,tag60,tag61,tag62,tag63,tag64,tag65,tag66,tag67,tag68,meaninglanguage1,meaning1,meaninglanguage2,meaning2
drang,"Die Nacht drang herein, dunkel und feucht",verb,ich,indikativ,präteritum,dringen,durchdringen,eindringen,vordringen,Substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"(der)  n. urge, impulse, drive",,
leckte,"dem Haus nach draußen leckte, glaubte Meggie für den",verb,ich,indikativ,präteritum,ablecken,lecken,Substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,licked,,
schnüffelnd,"zu sehen, der sich schnüffelnd aus seinem Rucksack schob",verb,präsens,partizip,schnüffeln,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,sniffing,,
pelzigen,"eines Augenblicks, einen kleinen pelzigen Kopf über seiner Schulter",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,furry,,
eingangsdiele,"als sie in die Eingangsdiele kam, sah sie ihren",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,(die) entrance hallway,,
ferne,,Adjektiv,Substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,distance,,
hervorholte,"…sie unter dem Kissen hervorholte, um sie anzuschauen.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,brought out,,
ärmel,fuhr sich mit dem Ärmel über das feuchte Gesicht,Substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,(der) sleeve,,
zurecht,...Sie nicht mit ihm zurecht?,Adjektiv,Adverb,adjektiv,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,rightly; deal; manage,,
feuchte,dem Ärmel über das feuchte Gesicht und streckte Mo,verb,ich,präsens,anfeuchten,feuchten,Adjektiv,Substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"moistness, wetness, dampness, humidity",,
bruchteil,"glaubte Meggie für den Bruchteil eines Augenblicks, einen kleinen",Substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"n. fraction,",,
angesteckt,…hätte der Fremde sie angesteckt mit seiner Reglosigkeit.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"infected, contaminated, contracted, corrupted, passed on, plugged in, set fire on",,
zögernd,,verb,präsens,partizip,zögern,Adjektiv,Substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"hesitant, indecisive, vacillating, hesitating, wavering",,
regennasse,kniete sich vor das regennasse Fenster und blickte hinaus.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,rain-soaked,,
auftauchen,Gestalt aus der Nacht auftauchen zu sehen,verb,ich,futur,Substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"to emerge, to appear, to pop up, to loom, to surface, to arise, to materialize, to come up",,
flüchtete,"…schlimmen Traum zu ihm flüchtete, ließ sie nichts besser…",verb,ich,indikativ,präteritum,flüchten,verb,indikativ,ich,präteritum,flüchten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"escaped, fleed",,
bequem,"…das ist bestimmt sehr bequem, so ein eckiges, hartes…",Adjektiv,Adverb,adjektiv,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"adj, convenient,comfortable, soft",,
ergriff,,verb,ich,indikativ,präteritum,ergreifen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"grabbed, seized",,
umblättern,…neben sich und das Umblättern der Seiten.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"turn over, turn pages,",,
aussehen,,verb,ich,futur,Substantiv,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"appear, be (different)",,
ausführlich,,Adjektiv,Adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,detailed,,
verlegenheit,,Substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,confusion;embarrassment,,
fiel auf,"Meggie fiel auf, dass Mo zweimal abschloss",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"auf-fallen = attract attention, draw attention, stand out, stick out",,
herablassend,"…entscheiden, ob es spöttisch, herablassend oder einfach nur verlegen…",Substantiv,substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uk,поблажливий,,
tropfnasse,…Staubfinger strich sich das tropfnasse Haar aus der Stirn.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uk,"промо́клий / ви́мокнутий / змо́клий, геть до ру́бчика",,
scheibe,…klebt ihn an die Scheibe. In diesem Moment kommt…,Substantiv,substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"slice, windscreen",,
Du meine Güte,…Zwölf? Du meine Güte.« Staubfinger strich sich das…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"О, Бігме.",,
eckiges,"…sehr bequem, so ein eckiges, hartes Ding unterm Kopf«,…",Substantiv,substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"square, angular",,
hör auf,"JAN: Hör auf, immer daran zu denken!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"cut it out!, enough!, stop it!",,
einbrecher,"...wahrscheinlich, dass wir den Einbrecher finden. Im Moment gibt...",Substantiv,substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,(der) burglar,,
herüber,...Gesicht leuchtete zu Meggie herüber.,Substantiv,substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uk,"до, сюди, через, у напрямку до мене",,
beschließen,nach dem Feierabend beschließen Melanie,verb,präsens,wir,verb,präsens,wir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"decide, resolve, conclude, make a decision, determine",,
aufschlug,"…verheißungsvoll, als sie es aufschlug.",Substantiv,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,opened,,
pelzgesicht,Hat er ein Pelzgesicht? Dann könnte es ein...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,fur face,,
herab,"…Regen triefte auf ihn herab, aber er beachtete ihn…",Adjektiv,Adverb,adjektiv,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,in a downward direction,,
aufgeschlagenen,...empfingen Meggie mit einladend aufgeschlagenen Seiten auf dem Frühstückstisch...,Substantiv,substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,open,,
umgeblättert,…Seiten eines großen Buches umgeblättert.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,turned the page,,
pampe,"…wie man braune, stinkende Pampe",Substantiv,substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uk,"каша, суспензія, місиво",,
sträucher,"Bäume, Sträucher, Häuser- alles erstrahlte in…",Substantiv,substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,bush,,
stinkende,"…lernten, wie man braune, stinkende Pampe",Substantiv,substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"stinking, smelly",,
berührte,"…dass alles, was er berührte, zu Gold werden sollte.",verb,ich,indikativ,präteritum,berühren,Adjektiv,adjektiv,verb,indikativ,ich,präteritum,berühren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"touched, made contact with, felt; touched on, approached",,
ähnlicher,Der Menschheit wurde ein ähnlicher Wunsch gewährt.,Adjektiv,Substantiv,adjektiv,substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"alike, similar",,
befällt,"Es befällt die Tiere, die wir…",verb,präsens,er/sie/es,befallen,verb,präsens,er/sie/es,befallen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ru,"(er/sie/es) v. präs. атаковать, вторгаться, мучить, найти, напасть, неотвязно преследовать, охватывать, поражать, поразить, постигать",,
bahnt,Und jetzt bahnt es sich seinen Weg…,verb,präsens,er/sie/es,anbahnen,bahnen,verb,präsens,er/sie/es,anbahnen,bahnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,v. pave (a road),,
versinkt,Plastikmüll- So versinkt die Welt im Plastik,verb,präsens,er/sie/es,versinken,Substantiv,verb,präsens,versinken,substantiv,er/sie/es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"sinks, descends",,
fertigten,"…größten Teil unserer Geschichte fertigten wir die Dinge,",verb,wir,indikativ,präteritum,abfertigen,anfertigen,fertigen,unterfertigen,verb,indikativ,wir,präteritum,unterfertigen,anfertigen,abfertigen,fertigen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,produced,,
veränderte,…unser Leben für immer veränderte.,verb,ich,indikativ,präteritum,verändern,Adjektiv,adjektiv,verb,indikativ,ich,präteritum,verändern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"changed, altered",,
verwandelte,…auch Essen in Gold verwandelte.,verb,ich,indikativ,präteritum,anverwandeln,verwandeln,zurückverwandeln,Substantiv,verb,indikativ,ich,präteritum,substantiv,zurückverwandeln,anverwandeln,verwandeln,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"to transform, to change, to convert",,
gewährten,"…Götter Midas einen Wunsch gewährten,",verb,wir,indikativ,präteritum,gewähren,verb,indikativ,wir,präteritum,gewähren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"grant, bestow, give,",,
erstrahlte,"Bäume, Sträucher, Häuser- alles erstrahlte in goldenem Glanz.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"shone, blazed (erstrahlten)",,
neuigkeit,…Melanie ich habe eine Neuigkeit,Substantiv,substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,die = novelty; news,,
muskulös,,Substantiv,substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"muscular, sturdy, strong",,
geldscheine,,Substantiv,substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,banknote,,
nützlich,,Adjektiv,adjektiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,useful,,
angehalten,Warum hat er angehalten?“ „Keine Ahnung.“ Man hört...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"v. pp. stopped, paused",,
gestiegen,"...bin in den Lastwagen gestiegen, während du mit ihm...",Adjektiv,Substantiv,adjektiv,substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"v. pp. climbed, ascended; increased",,
vorne,,Adjektiv,Adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ru,"in front, at the head; toward the front, to the front; ahead",,
bereiten,,verb,präsens,wir,aufbereiten,nachbereiten,vorbereiten,wiederaufbereiten,zubereiten,verb,präsens,wir,bereiten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"cause; prepare, make ready",,
erlaubnis,"...leid, dass ich ohne Erlaubnis mit einem Fremden in...",Substantiv,substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,permission,,
rückkehr,Rückkehr auf die Alp,Substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"return, act of going back",,
landstraße,Kapitel 3 – Die Landstraße,Substantiv,substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"(die) n. country road, country street",,
lustig,"Ich habe versucht, lustig zu sein, damit sie",Adjektiv,Substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"comical, funny, amusing",,
gespart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,saved,,
schüchtern,Er ist schweigsam und schüchtern.,Adjektiv,Substantiv,adjektiv,substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,shy,,
bescheid,"...genau über meine Arbeit Bescheid, und trotzdem kritisiert er.",verb,du,imperativ präsens,bescheiden,Adverb,Substantiv,verb,du,adverb,substantiv,bescheiden,imperativ präsens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"(der) information, notice, announcement",,
tun,habe heute viel zu tun,verb,präsens,wir,abtun,antun,auftun,austun,dartun,dazutun,dicktun,geheimtun,gleichtun,großtun,guttun,harttun,hervortun,hineintun,hinzutun,kundtun,leichttun,leidtun,schöntun,thun,wehtun,zusammentun,zuvortun,Substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,to do,,
halte,...es schnell und ich halte den Mund.,verb,ich,präsens,abhalten,anhalten,aufhalten,aushalten,durchhalten,einhalten,feilhalten,fernhalten,festhalten,halten,haushalten,heilighalten,hinhalten,innehalten,mithalten,standhalten,unterhalten,vorhalten,zurückhalten,zusammenhalten,Adjektiv,Substantiv,verb,präsens,ich,halten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"(ich) v. hold, keep, maintain; believe; consider, regard; halt, stop, pause; last, persist",,
kisten,Wer wird die Kisten mit den Marionetten kontrollieren...,Substantiv,substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"box, case",,
umarmen,...nicht wenn wir uns umarmen.“,verb,präsens,wir,Substantiv,verb,präsens,wir,substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"hug, embrace",,
verrückte,Die verrückte Currywurst - Chapter 1,Adjektiv,Substantiv,adjektiv,substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"crazy , insane (verrückt)",,
schatz,"Einen schönen Tag, mein Schatz! Und pass auf dich...",Substantiv,substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"n. treasure, funds, monies, natural resources, assets that come from nature, riches, fund, amount of money set aside for a specific purpose; heartthrob, sweetheart, lover",,
ziehe,Dann ziehe ich mich um und,verb,ich,präsens,abziehen,anziehen,aufziehen,ausziehen,durchziehen,einziehen,herziehen,hinziehen,reinziehen,überziehen,umziehen,unterziehen,vorziehen,wegziehen,ziehen,zurückziehen,zusammenziehen,Substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,pull,,
schlimmes,...MUTTER: Ist es etwas Schlimmes,Adjektiv,Substantiv,adjektiv,substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"bad, inferior, serious, wicked, naughty, terrible, awful, horrible",,
gleiche,"...des Pharaos versuchen das Gleiche, aber das Meer schließt...",verb,ich,präsens,angleichen,ausgleichen,gleichen,Adjektiv,Substantiv,gleichen,adjektiv,verb,präsens,ausgleichen,ich,substantiv,angleichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"same, identical",,
bewegt,Er bewegt sie und sagt:„ Hallo…,verb,präsens,er/sie/es,bewegen,fortbewegen,Substantiv,verb,präsens,er/sie/es,fortbewegen,bewegen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,(er/sie/er) v. moves,,
winken,,verb,präsens,wir,durchwinken,Substantiv,verb,präsens,wir,substantiv,durchwinken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"beckon, wave, signal (der Wink: sign, hint, wave)",,
austauschstudenten,,Substantiv,substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,exchange students,,
bündel,,Substantiv,substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"(das) bundle, sheaf",,
peinlich,Wie peinlich.,Adjektiv,Adverb,adjektiv,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"distressing; awkward, embarrassing;",,
sicherheitskontrolle,,Substantiv,substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,Security check,,
üben,"...später wieder etwas schwimmen üben, falls sich irgend jemand...",verb,präsens,wir,ausüben,Adjektiv,Substantiv,adjektiv,verb,präsens,wir,substantiv,ausüben,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"exercise, practice",,
zögert,"...bitte mitnehmen?“ Der Fahrer zögert lange, bis er mir...",verb,präsens,er/sie/es,zögern,verb,präsens,er/sie/es,zögern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"(er/sie/es//ihr) v. präs. hesitate, waver, hat, procrastinate",,
gärtnerei,...arbeitet er in einer Gärtnerei in Buckow.,Substantiv,substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"(die) nursery, gardening shop",,
restlichen,Die restlichen Tage arbeitet er in...,Adjektiv,adjektiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,remaining,,
stimme,...Ende hört er eine Stimme wie ein Roboter sagen:,verb,ich,präsens,abstimmen,anstimmen,beistimmen,einstimmen,stimmen,übereinstimmen,zustimmen,Adjektiv,Substantiv,adjektiv,verb,präsens,ich,abstimmen,substantiv,zustimmen,stimmen,übereinstimmen,einstimmen,beistimmen,anstimmen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"(die, -n) n. voice, vote, tune",,
drogen,"Du meinst, die nehmen Drogen, die fahren durch die...",Substantiv,substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,(die) drugs,,
ausgehe,...in der Woche abends ausgehe.“ antwortet Michael.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"[ausgehen] to go out, to date",,
klebrig,"Eine Ahnung, klebrig von Angst, machte sich...",Adjektiv,adjektiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"adj.  humid and sticky, clingy, sticky,",,
geschlüpft,...Bedrohliches in ihr Leben geschlüpft war.,Substantiv,substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,hatched,,
klauen,"...durch die Stadt und klauen. Ein Superspaß, wirklich.“",verb,präsens,wir,Substantiv,verb,präsens,wir,substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"to steal, scrounge",,
kapierst,"...einfach keine Lust mehr, kapierst du das nicht?",verb,präsens,du,kapieren,verb,präsens,du,kapieren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"(du) v. präs. to understand, get, catch on, twig, dig",,
klebte,Das Haar klebte ihm auf der nassen...,verb,ich,indikativ,präteritum,ankleben,aufkleben,kleben,zukleben,zusammenkleben,Substantiv,verb,indikativ,ich,präteritum,substantiv,zusammenkleben,aufkleben,kleben,zukleben,ankleben,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"v. prät. stuck, glued, pasted, was bond",,
beinen,Er steht auf eigenen Beinen,Substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,Legs,,
hinsehen,,Substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"v. look, gaze, watch",,
schulter,...eine Hand auf seiner Schulter.,Substantiv,substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,(die) shoulder,,
rieb,Meggie stand da und rieb die kalten Füße aneinander.,verb,ich,indikativ,präteritum,abreiben,aufreiben,reiben,Substantiv,verb,indikativ,ich,präteritum,substantiv,abreiben,aufreiben,reiben,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,(reiben) rubbed,,
jagte,Manchmal jagte er sie nach dem...,verb,ich,indikativ,präteritum,abjagen,jagen,wegjagen,Substantiv,verb,indikativ,ich,präteritum,substantiv,wegjagen,abjagen,jagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"v. hunt, chase, drive, pursue, shoot, hound, bag",,
zuschob,...sie auf ihr Zimmer zuschob.,Substantiv,substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,pushed to,,
fortgeschwemmt,...bis der Regen ihn fortgeschwemmt hätte.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,swept away,,
falte,"Er hatte diese kleine Falte über der Nase, die...",verb,ich,präsens,falten,Substantiv,verb,präsens,ich,substantiv,falten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"die. wrinkle, fold",,
heftigkeit,"...wünschte sich – mit solcher Heftigkeit, dass sie selbst erschrak...",Substantiv,substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"severeness, intenseness, strength",,
aufging,"...zur Werkstatt noch einmal aufging, schrak sie zusammen.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,came open,,
ehrenwort,"...aufstehst, ist er fort. Ehrenwort.«",Substantiv,substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,word of honor,,
bedrohliches,"...doch vertraut klang, etwas Bedrohliches in ihr Leben geschlüpft...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,"threatening, menacing",,
schrak,"...Werkstatt noch einmal aufging, schrak sie zusammen.",Substantiv,substantiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,startled,,
